sample_accession	hq_filter	sylph_species	country	collection_date
SAMN47117354	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA113563075	PASS	Neisseria meningitidis		
SAMEA3507219	PASS	Neisseria meningitidis		
SAMEA4948728	PASS	Neisseria meningitidis		
SAMEA7838715	PASS	Neisseria meningitidis		
SAMEA7838817	PASS	Neisseria meningitidis		
SAMEA8114381	PASS	Neisseria meningitidis		
SAMN13450823	PASS	Neisseria meningitidis	New Zealand	2015
SAMN42000731	SYLPH_RESULTS_FAIL	unknown	Belgium	2017-05-04
SAMEA4948109	PASS	Neisseria meningitidis		
SAMEA4948148	PASS	Neisseria meningitidis		
SAMEA6227401	PASS	Neisseria meningitidis		
SAMEA7838521	PASS	Neisseria meningitidis		
SAMEA8497672	PASS	Neisseria meningitidis		
SAMN42000716	PASS	Neisseria meningitidis	Belgium	2017-02-28
SAMN44030991	PASS	Neisseria meningitidis	New Zealand	2010
SAMEA1522784	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2674406	PASS	Neisseria meningitidis		
SAMEA3109094	PASS	Neisseria meningitidis		
SAMEA4028091	PASS	Neisseria meningitidis		
SAMEA4948716	PASS	Neisseria meningitidis		
SAMEA6102758	PASS	Neisseria meningitidis		
SAMN14469876	PASS	Neisseria meningitidis	USA	2015
SAMN44030989	PASS	Neisseria meningitidis	New Zealand	2009
SAMEA104189139	PASS	Neisseria meningitidis	United Kingdom	2015
SAMEA3109172	PASS	Neisseria meningitidis		
SAMN13450865	PASS	Neisseria meningitidis	New Zealand	2016
SAMEA4948009	PASS	Neisseria meningitidis		
SAMEA4948755	PASS	Neisseria meningitidis		
SAMEA5757454	PASS	Neisseria meningitidis		
SAMEA7740991	PASS	Neisseria meningitidis		
SAMEA8114130	PASS	Neisseria meningitidis		
SAMEA8114235	PASS	Neisseria meningitidis		
SAMN14501254	PASS	Neisseria meningitidis	USA	2015
SAMN25819716	PASS	Neisseria meningitidis	New Zealand	2020
SAMEA115182398	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2820743	PASS	Neisseria meningitidis		
SAMEA3507105	PASS	Neisseria meningitidis		
SAMEA3689761	PASS	Neisseria meningitidis		
SAMEA4948593	PASS	Neisseria meningitidis		
SAMEA7741035	PASS	Neisseria meningitidis		
SAMEA7838756	PASS	Neisseria meningitidis		
SAMN29407106	PASS	Neisseria meningitidis	USA	2003
SAMEA1677392	PASS	Neisseria meningitidis		
SAMEA2673957	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2820831	PASS	Neisseria meningitidis		
SAMEA3432019	PASS	Neisseria meningitidis		
SAMEA5757479	PASS	Neisseria meningitidis		
SAMN14469514	PASS	Neisseria meningitidis	USA	2016
SAMN29407258	PASS	Neisseria meningitidis	USA	2006
SAMN42000661	PASS	Neisseria meningitidis	Belgium	2016-07-10
SAMEA111347580	PASS	Neisseria meningitidis	Norway	2000-09-30
SAMEA115428113	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2047828	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2820795	PASS	Neisseria meningitidis		
SAMEA4948433	PASS	Neisseria meningitidis		
SAMEA104416679	PASS	Neisseria meningitidis		
SAMEA4948426	PASS	Neisseria meningitidis		
SAMEA7741001	PASS	Neisseria meningitidis		
SAMEA115182300	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA115182373	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2674021	PASS	Neisseria meningitidis		
SAMEA5757470	PASS	Neisseria meningitidis		
SAMEA2674343	PASS	Neisseria meningitidis		
SAMEA4948124	PASS	Neisseria meningitidis		
SAMEA4948572	PASS	Neisseria meningitidis		
SAMEA4948790	PASS	Neisseria meningitidis		
SAMEA8114346	PASS	Neisseria meningitidis		
SAMN35339248	SYLPH_RESULTS_FAIL	unknown	New Zealand	1991
SAMN44030911	PASS	Neisseria meningitidis	New Zealand	1999
SAMEA114226820	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA2674165	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA7838351	PASS	Neisseria meningitidis		
SAMEA7838439	PASS	Neisseria meningitidis		
SAMEA7838874	PASS	Neisseria meningitidis		
SAMEA2674225	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3432098	PASS	Neisseria meningitidis		
SAMN41083615	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMN42001073	PASS	Neisseria meningitidis	Belgium	2022-04-27
SAMEA111347965	PASS	Neisseria meningitidis	Norway	2003-06-10
SAMEA2271600	PASS	Neisseria meningitidis		
SAMEA2299163	PASS	Neisseria meningitidis		
SAMEA3503858	PASS	Neisseria meningitidis		
SAMEA4948054	PASS	Neisseria meningitidis		
SAMEA8114273	PASS	Neisseria meningitidis		
SAMEA111347848	PASS	Neisseria meningitidis	Norway	2009-02-05
SAMEA3947053	PASS	Neisseria meningitidis		
SAMEA5748660	PASS	Neisseria meningitidis		
SAMEA5749095	PASS	Neisseria meningitidis		
SAMEA8114418	PASS	Neisseria meningitidis		
SAMEA8114436	PASS	Neisseria meningitidis		
SAMEA111509634	PASS	Neisseria meningitidis		
SAMEA114392321	PASS	Neisseria meningitidis	Portugal	2017
SAMEA2673842	PASS	Neisseria meningitidis		
SAMEA3507198	PASS	Neisseria meningitidis		
SAMEA4948318	PASS	Neisseria meningitidis		
SAMEA4948454	PASS	Neisseria meningitidis		
SAMEA6227733	PASS	Neisseria meningitidis		
SAMEA7741151	PASS	Neisseria meningitidis		
SAMEA4948528	PASS	Neisseria meningitidis		
SAMEA4948663	PASS	Neisseria meningitidis		
SAMEA7838584	PASS	Neisseria meningitidis		
SAMEA2674383	PASS	Neisseria meningitidis		
SAMEA4361403	PASS	Neisseria meningitidis		
SAMEA7838828	PASS	Neisseria meningitidis		
SAMEA8114180	PASS	Neisseria meningitidis		
SAMN17286676	PASS	Neisseria meningitidis	USA: Maryland	2008
SAMEA4948576	PASS	Neisseria meningitidis		
SAMEA4948719	PASS	Neisseria meningitidis		
SAMEA8114085	PASS	Neisseria meningitidis		
SAMEA2271350	PASS	Neisseria meningitidis		
SAMEA2299220	PASS	Neisseria meningitidis		
SAMEA3502979	SYLPH_RESULTS_FAIL	unknown		
SAMEA3689769	PASS	Neisseria meningitidis		
SAMEA4948679	PASS	Neisseria meningitidis		
SAMEA7838782	PASS	Neisseria meningitidis		
SAMN14469445	PASS	Neisseria meningitidis	USA	2016
SAMEA2553574	PASS	Neisseria meningitidis		
SAMEA7741065	PASS	Neisseria meningitidis		
SAMEA1904445	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674542	PASS	Neisseria meningitidis		
SAMEA4947927	PASS	Neisseria meningitidis		
SAMEA4948569	PASS	Neisseria meningitidis		
SAMEA6538960	PASS	Neisseria meningitidis		
SAMN13450957	PASS	Neisseria meningitidis	New Zealand	2017
SAMN14501169	PASS	Neisseria meningitidis	USA	2015
SAMEA1904502	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2673978	PASS	Neisseria meningitidis		
SAMEA2674000	PASS	Neisseria meningitidis		
SAMEA7838257	PASS	Neisseria meningitidis		
SAMEA7838267	PASS	Neisseria meningitidis		
SAMEA7838682	PASS	Neisseria meningitidis		
SAMEA7838705	PASS	Neisseria meningitidis		
SAMN13450948	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA4948428	PASS	Neisseria meningitidis		
SAMEA4948673	PASS	Neisseria meningitidis		
SAMEA4948859	PASS	Neisseria meningitidis		
SAMEA678301	PASS	Neisseria meningitidis		
SAMEA7838724	PASS	Neisseria meningitidis		
SAMN14469577	PASS	Neisseria meningitidis	USA	2016
SAMEA5757480	PASS	Neisseria meningitidis		
SAMEA7741057	PASS	Neisseria meningitidis		
SAMEA7838627	PASS	Neisseria meningitidis		
SAMEA8114138	PASS	Neisseria meningitidis		
SAMEA4948525	PASS	Neisseria meningitidis		
SAMEA4948586	PASS	Neisseria meningitidis		
SAMEA4948825	PASS	Neisseria meningitidis		
SAMEA5539674	PASS	Neisseria meningitidis		
SAMEA7838969	PASS	Neisseria meningitidis		
SAMN47117367	PASS	Neisseria meningitidis	New Zealand	2024
SAMEA3503013	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948150	PASS	Neisseria meningitidis		
SAMN14500645	PASS	Neisseria meningitidis	USA	2015
SAMN42000777	SYLPH_RESULTS_FAIL	unknown	Belgium	2017-12-29
SAMEA3432369	PASS	Neisseria meningitidis		
SAMEA7838950	PASS	Neisseria meningitidis		
SAMN01984859	PASS	Neisseria meningitidis		
SAMN26138093	PASS	Neisseria meningitidis	Taiwan	2006-12-22
SAMN32815808	PASS	Neisseria meningitidis	USA	2018
SAMN44030900	PASS	Neisseria meningitidis	New Zealand	1996
SAMEA111347642	PASS	Neisseria meningitidis	Norway	2002-02-26
SAMEA113563115	PASS	Neisseria meningitidis		
SAMEA2629115	PASS	Neisseria meningitidis		
SAMEA3506941	PASS	Neisseria meningitidis		
SAMEA4948672	PASS	Neisseria meningitidis		
SAMEA5366436	PASS	Neisseria meningitidis	Czech Republic	2015-04
SAMEA5749189	PASS	Neisseria meningitidis		
SAMEA5757450	PASS	Neisseria meningitidis		
SAMEA2674340	PASS	Neisseria meningitidis		
SAMEA5757483	PASS	Neisseria meningitidis		
SAMN41083617	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMN43431338	PASS	Neisseria meningitidis	USA: NY, New York City	2023
SAMEA4361390	PASS	Neisseria meningitidis		
SAMEA4948473	PASS	Neisseria meningitidis		
SAMEA4948760	PASS	Neisseria meningitidis		
SAMEA5280352	PASS	Neisseria meningitidis	Thailand	2014-02-15
SAMEA7838548	PASS	Neisseria meningitidis		
SAMN14500711	PASS	Neisseria meningitidis	USA	2015
SAMEA1011896	PASS	Neisseria meningitidis		
SAMEA4948705	PASS	Neisseria meningitidis		
SAMEA4948813	PASS	Neisseria meningitidis		
SAMEA7839016	PASS	Neisseria meningitidis		
SAMEA8114371	PASS	Neisseria meningitidis		
SAMN29407186	PASS	Neisseria meningitidis	USA	2004
SAMEA29837668	PASS	Neisseria meningitidis		
SAMEA4948589	PASS	Neisseria meningitidis		
SAMEA7838941	PASS	Neisseria meningitidis		
SAMN14469804	PASS	Neisseria meningitidis	USA	2015
SAMN35340362	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMN42000610	PASS	Neisseria meningitidis	Belgium	2016-01-01
SAMEA3432092	PASS	Neisseria meningitidis		
SAMN29757050	PASS	Neisseria meningitidis	USA	2015
SAMEA111509505	PASS	Neisseria meningitidis		
SAMEA2820838	PASS	Neisseria meningitidis		
SAMEA7741067	PASS	Neisseria meningitidis		
SAMN44030893	PASS	Neisseria meningitidis	New Zealand	1994
SAMEA2047462	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2047601	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2299001	PASS	Neisseria meningitidis		
SAMEA2820882	PASS	Neisseria meningitidis		
SAMEA37683418	PASS	Neisseria meningitidis		
SAMEA4947966	PASS	Neisseria meningitidis		
SAMEA8114256	PASS	Neisseria meningitidis		
SAMN44472384	PASS	Neisseria meningitidis	USA	2024
SAMEA4948235	PASS	Neisseria meningitidis		
SAMEA7741026	PASS	Neisseria meningitidis		
SAMN47117364	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA3503777	SYLPH_RESULTS_FAIL	unknown		
SAMN13450832	PASS	Neisseria meningitidis	New Zealand	2015
SAMN44030938	PASS	Neisseria meningitidis	New Zealand	2003
SAMEA3503601	PASS	Neisseria meningitidis		
SAMEA4948734	PASS	Neisseria meningitidis		
SAMN13450868	PASS	Neisseria meningitidis	New Zealand	2016
SAMD00286470	PASS	Neisseria meningitidis	Japan:Tokyo	2017-07-08
SAMEA112237018	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2820894	PASS	Neisseria meningitidis		
SAMEA3879300	PASS	Neisseria meningitidis		
SAMEA5748019	PASS	Neisseria meningitidis		
SAMEA8497841	PASS	Neisseria meningitidis		
SAMEA2820846	PASS	Neisseria meningitidis		
SAMEA3596550	PASS	Neisseria meningitidis		
SAMEA4948266	PASS	Neisseria meningitidis		
SAMEA4948649	PASS	Neisseria meningitidis		
SAMEA7741113	PASS	Neisseria meningitidis		
SAMEA111379183	PASS	Neisseria meningitidis		
SAMEA2674371	PASS	Neisseria meningitidis		
SAMEA4948083	PASS	Neisseria meningitidis		
SAMEA8497799	PASS	Neisseria meningitidis		
SAMEA115649376	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA4361233	PASS	Neisseria meningitidis		
SAMEA4361234	PASS	Neisseria meningitidis		
SAMEA4719137	PASS	Neisseria meningitidis		
SAMEA7741025	PASS	Neisseria meningitidis		
SAMEA7838367	PASS	Neisseria meningitidis		
SAMEA7838683	PASS	Neisseria meningitidis		
SAMEA8497814	PASS	Neisseria meningitidis		
SAMEA4948324	PASS	Neisseria meningitidis		
SAMEA4948387	PASS	Neisseria meningitidis		
SAMEA7838484	PASS	Neisseria meningitidis		
SAMEA7838714	PASS	Neisseria meningitidis		
SAMN35340364	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA104354122	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA1677329	PASS	Neisseria meningitidis		
SAMEA3503850	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948707	PASS	Neisseria meningitidis		
SAMEA7838656	PASS	Neisseria meningitidis		
SAMEA104189465	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA1904472	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674536	PASS	Neisseria meningitidis		
SAMEA4947924	PASS	Neisseria meningitidis		
SAMEA678361	PASS	Neisseria meningitidis		
SAMEA7838605	PASS	Neisseria meningitidis		
SAMEA111347878	PASS	Neisseria meningitidis	Norway	2010-02-27
SAMEA4719544	PASS	Neisseria meningitidis		
SAMEA4948268	PASS	Neisseria meningitidis		
SAMEA7740996	PASS	Neisseria meningitidis		
SAMEA7838718	PASS	Neisseria meningitidis		
SAMEA8114307	PASS	Neisseria meningitidis		
SAMEA111347650	PASS	Neisseria meningitidis	Norway	2002-06-11
SAMEA2820796	PASS	Neisseria meningitidis		
SAMEA4948685	PASS	Neisseria meningitidis		
SAMEA4948854	PASS	Neisseria meningitidis		
SAMEA6227175	PASS	Neisseria meningitidis		
SAMEA8114104	PASS	Neisseria meningitidis		
SAMEA8114408	PASS	Neisseria meningitidis		
SAMEA2820823	PASS	Neisseria meningitidis		
SAMEA3503393	PASS	Neisseria meningitidis		
SAMEA3506901	PASS	Neisseria meningitidis		
SAMEA4948202	PASS	Neisseria meningitidis		
SAMEA8114413	PASS	Neisseria meningitidis		
SAMEA1677381	PASS	Neisseria meningitidis		
SAMEA7838424	PASS	Neisseria meningitidis		
SAMN38018645	PASS	Neisseria meningitidis	USA: NY	2023
SAMEA103982867	PASS	Neisseria meningitidis		
SAMEA111347618	PASS	Neisseria meningitidis	Norway	2001-08-27
SAMEA2674332	PASS	Neisseria meningitidis		
SAMEA8114269	PASS	Neisseria meningitidis		
SAMN08874838	PASS	Neisseria meningitidis	Netherlands	1986
SAMEA111347686	PASS	Neisseria meningitidis	Norway	2003-09-03
SAMEA4948591	PASS	Neisseria meningitidis		
SAMEA7740980	PASS	Neisseria meningitidis		
SAMEA8114406	PASS	Neisseria meningitidis		
SAMN32984793	PASS	Neisseria meningitidis	New Zealand	1998
SAMEA2674561	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948344	PASS	Neisseria meningitidis		
SAMEA6539006	PASS	Neisseria meningitidis		
SAMN09011312	PASS	Neisseria meningitidis	USA	2015
SAMEA7838549	PASS	Neisseria meningitidis		
SAMN26138070	PASS	Neisseria meningitidis	Taiwan	2004-03-03
SAMEA110070723	PASS	Neisseria meningitidis		
SAMEA2674047	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2820752	PASS	Neisseria meningitidis		
SAMEA4948043	PASS	Neisseria meningitidis		
SAMEA5539686	PASS	Neisseria meningitidis		
SAMN15162656	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA111347969	PASS	Neisseria meningitidis	Norway	2004-08-26
SAMEA113429896	PASS	Neisseria meningitidis		
SAMEA1402161	PASS	Neisseria meningitidis		
SAMEA4532260	PASS	Neisseria meningitidis		
SAMEA4948357	PASS	Neisseria meningitidis		
SAMEA7838778	PASS	Neisseria meningitidis		
SAMN13450730	PASS	Neisseria meningitidis	New Zealand	2013
SAMN15162669	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA2820817	PASS	Neisseria meningitidis		
SAMEA3432096	PASS	Neisseria meningitidis		
SAMEA4947942	PASS	Neisseria meningitidis		
SAMEA4948399	PASS	Neisseria meningitidis		
SAMEA7838289	PASS	Neisseria meningitidis		
SAMN44030994	PASS	Neisseria meningitidis	New Zealand	2010
SAMEA2673836	PASS	Neisseria meningitidis		
SAMEA5747900	PASS	Neisseria meningitidis		
SAMEA7838975	PASS	Neisseria meningitidis		
SAMEA110070787	PASS	Neisseria meningitidis		
SAMEA113429862	PASS	Neisseria meningitidis		
SAMEA1706797	PASS	Neisseria meningitidis		
SAMEA3503698	SYLPH_RESULTS_FAIL	unknown		
SAMEA6635304	PASS	Neisseria meningitidis		
SAMEA2820784	PASS	Neisseria meningitidis		
SAMEA5539667	PASS	Neisseria meningitidis		
SAMEA6227021	PASS	Neisseria meningitidis		
SAMEA7838689	PASS	Neisseria meningitidis		
SAMN14500820	PASS	Neisseria meningitidis	USA	2015
SAMEA3926078	PASS	Neisseria meningitidis		
SAMEA5748012	PASS	Neisseria meningitidis		
SAMEA678336	PASS	Neisseria meningitidis		
SAMN15162682	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA1094399	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA4948542	PASS	Neisseria meningitidis		
SAMEA6226976	PASS	Neisseria meningitidis		
SAMEA104283843	PASS	Neisseria meningitidis		
SAMEA2674264	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA6227109	PASS	Neisseria meningitidis		
SAMEA1677337	PASS	Neisseria meningitidis		
SAMEA3503778	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948616	PASS	Neisseria meningitidis		
SAMEA2673920	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503843	PASS	Neisseria meningitidis		
SAMEA8114285	PASS	Neisseria meningitidis		
SAMEA2074086	PASS	Neisseria meningitidis		
SAMEA2673986	PASS	Neisseria meningitidis		
SAMEA2674187	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2820785	PASS	Neisseria meningitidis		
SAMEA37722418	PASS	Neisseria meningitidis		
SAMEA4948706	PASS	Neisseria meningitidis		
SAMEA5747875	PASS	Neisseria meningitidis		
SAMEA678418	PASS	Neisseria meningitidis		
SAMEA2673892	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948873	PASS	Neisseria meningitidis		
SAMEA7838419	PASS	Neisseria meningitidis		
SAMEA7838610	PASS	Neisseria meningitidis		
SAMN13450795	PASS	Neisseria meningitidis	New Zealand	2014
SAMN29407058	PASS	Neisseria meningitidis	USA	2002
SAMEA104105404	PASS	Neisseria meningitidis		
SAMEA1522835	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2629227	PASS	Neisseria meningitidis		
SAMEA4948560	PASS	Neisseria meningitidis		
SAMEA103982859	PASS	Neisseria meningitidis		
SAMEA3503198	PASS	Neisseria meningitidis		
SAMEA4948562	PASS	Neisseria meningitidis		
SAMEA7838293	PASS	Neisseria meningitidis		
SAMEA7838326	PASS	Neisseria meningitidis		
SAMEA7838433	PASS	Neisseria meningitidis		
SAMEA7838847	PASS	Neisseria meningitidis		
SAMEA8497888	PASS	Neisseria meningitidis		
SAMEA2271341	PASS	Neisseria meningitidis		
SAMEA3432184	PASS	Neisseria meningitidis		
SAMEA4948206	PASS	Neisseria meningitidis		
SAMEA4948369	PASS	Neisseria meningitidis		
SAMEA7741088	PASS	Neisseria meningitidis		
SAMEA7838290	PASS	Neisseria meningitidis		
SAMEA7838456	PASS	Neisseria meningitidis		
SAMEA8114159	PASS	Neisseria meningitidis		
SAMEA7741119	PASS	Neisseria meningitidis		
SAMEA7838532	PASS	Neisseria meningitidis		
SAMEA7838804	PASS	Neisseria meningitidis		
SAMEA8114335	PASS	Neisseria meningitidis		
SAMN29407327	PASS	Neisseria meningitidis	USA	2008
SAMEA4504333	PASS	Neisseria meningitidis		
SAMEA7838953	PASS	Neisseria meningitidis		
SAMN08874834	PASS	Neisseria meningitidis	Netherlands	1984
SAMN14469296	PASS	Neisseria meningitidis	USA	2016
SAMN14469960	PASS	Neisseria meningitidis	USA	2015
SAMEA2820809	PASS	Neisseria meningitidis		
SAMEA4719332	PASS	Neisseria meningitidis		
SAMEA5757452	PASS	Neisseria meningitidis		
SAMN42000853	PASS	Neisseria meningitidis	Belgium	2018-09-13
SAMEA2820815	PASS	Neisseria meningitidis		
SAMEA4948570	PASS	Neisseria meningitidis		
SAMEA104354105	PASS	Neisseria meningitidis	New Zealand	1996
SAMEA2298987	PASS	Neisseria meningitidis		
SAMEA3432373	PASS	Neisseria meningitidis		
SAMEA4719424	PASS	Neisseria meningitidis		
SAMEA4948475	PASS	Neisseria meningitidis		
SAMEA7838524	PASS	Neisseria meningitidis		
SAMN14501168	PASS	Neisseria meningitidis	USA	2015
SAMEA8114355	PASS	Neisseria meningitidis		
SAMN13450757	PASS	Neisseria meningitidis	New Zealand	2013
SAMEA104105571	PASS	Neisseria meningitidis		
SAMEA111348014	PASS	Neisseria meningitidis	Norway	2004-01-08
SAMEA3503141	PASS	Neisseria meningitidis		
SAMEA4948105	PASS	Neisseria meningitidis		
SAMEA4948384	PASS	Neisseria meningitidis		
SAMEA7838325	PASS	Neisseria meningitidis		
SAMEA7838624	PASS	Neisseria meningitidis		
SAMN17286466	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA111509808	PASS	Neisseria meningitidis		
SAMEA2271601	PASS	Neisseria meningitidis		
SAMEA2673788	PASS	Neisseria meningitidis		
SAMEA4719181	PASS	Neisseria meningitidis		
SAMEA4948065	PASS	Neisseria meningitidis		
SAMEA7838630	PASS	Neisseria meningitidis		
SAMEA110070734	PASS	Neisseria meningitidis		
SAMEA111509781	PASS	Neisseria meningitidis		
SAMEA114226813	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA4948325	PASS	Neisseria meningitidis		
SAMEA7741086	PASS	Neisseria meningitidis		
SAMEA7741137	PASS	Neisseria meningitidis		
SAMEA7838481	PASS	Neisseria meningitidis		
SAMN29757176	PASS	Neisseria meningitidis	USA	2017
SAMEA111347927	SYLPH_RESULTS_FAIL	unknown	Norway	2014-03-04
SAMEA114226794	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2271377	PASS	Neisseria meningitidis		
SAMEA7838399	PASS	Neisseria meningitidis		
SAMEA2271362	PASS	Neisseria meningitidis		
SAMEA2629127	PASS	Neisseria meningitidis		
SAMEA4948414	PASS	Neisseria meningitidis		
SAMEA4948633	PASS	Neisseria meningitidis		
SAMEA5748412	PASS	Neisseria meningitidis		
SAMEA8114182	PASS	Neisseria meningitidis		
SAMEA2820845	PASS	Neisseria meningitidis		
SAMEA7741103	PASS	Neisseria meningitidis		
SAMEA7838352	PASS	Neisseria meningitidis		
SAMN14501073	PASS	Neisseria meningitidis	USA	2015
SAMN17286583	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA104416827	PASS	Neisseria meningitidis		
SAMEA4947982	PASS	Neisseria meningitidis		
SAMEA1904483	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3497516	PASS	Neisseria meningitidis		
SAMEA3947155	PASS	Neisseria meningitidis		
SAMEA4948364	PASS	Neisseria meningitidis		
SAMEA2271561	PASS	Neisseria meningitidis		
SAMEA3503263	CHECKM2_MAX_CONTAM,MAX_CONTIG_NUM,MIN_N50,SYLPH_RESULTS_FAIL	unknown		
SAMEA4948749	PASS	Neisseria meningitidis		
SAMEA5747741	PASS	Neisseria meningitidis		
SAMEA7838371	PASS	Neisseria meningitidis		
SAMEA7838866	PASS	Neisseria meningitidis		
SAMN14501285	PASS	Neisseria meningitidis	USA	2015
SAMN43431309	PASS	Neisseria meningitidis	USA: NY, New York City	2019
SAMEA111347691	PASS	Neisseria meningitidis	Norway	2003-10-08
SAMEA111509863	PASS	Neisseria meningitidis		
SAMEA112857150	PASS	Neisseria meningitidis		
SAMEA3507214	PASS	Neisseria meningitidis		
SAMEA3947083	PASS	Neisseria meningitidis		
SAMEA4948745	PASS	Neisseria meningitidis		
SAMEA6227723	PASS	Neisseria meningitidis		
SAMEA6587047	PASS	Neisseria meningitidis		
SAMEA111509741	PASS	Neisseria meningitidis		
SAMEA2271637	PASS	Neisseria meningitidis		
SAMEA3507272	PASS	Neisseria meningitidis		
SAMEA7838698	PASS	Neisseria meningitidis		
SAMEA7838962	PASS	Neisseria meningitidis		
SAMN26138067	PASS	Neisseria meningitidis	Taiwan	2003-11-26
SAMN43431303	PASS	Neisseria meningitidis	USA: NY, New York City	2019
SAMN44030928	PASS	Neisseria meningitidis	New Zealand	2002
SAMEA2820855	PASS	Neisseria meningitidis		
SAMEA3503570	PASS	Neisseria meningitidis		
SAMEA104105258	PASS	Neisseria meningitidis		
SAMEA2271556	PASS	Neisseria meningitidis		
SAMEA2674467	PASS	Neisseria meningitidis		
SAMEA7741153	PASS	Neisseria meningitidis		
SAMEA8497697	PASS	Neisseria meningitidis		
SAMN29407168	PASS	Neisseria meningitidis	USA	2004
SAMN43431274	PASS	Neisseria meningitidis	USA: NY, New York City	2019
SAMN47117368	PASS	Neisseria meningitidis	New Zealand	2024
SAMEA4948867	PASS	Neisseria meningitidis		
SAMN29126934	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA2674218	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA7838353	PASS	Neisseria meningitidis		
SAMEA110070774	PASS	Neisseria meningitidis		
SAMEA2674069	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948500	PASS	Neisseria meningitidis		
SAMEA6538727	PASS	Neisseria meningitidis		
SAMEA7838275	PASS	Neisseria meningitidis		
SAMEA7838916	PASS	Neisseria meningitidis		
SAMN09011508	PASS	Neisseria meningitidis	USA	2011
SAMEA111347899	PASS	Neisseria meningitidis	Norway	2012-10-14
SAMEA2570275	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMEA4719217	PASS	Neisseria meningitidis		
SAMEA4948385	PASS	Neisseria meningitidis		
SAMEA8114094	PASS	Neisseria meningitidis		
SAMN29757169	PASS	Neisseria meningitidis	USA	2017
SAMEA3432064	PASS	Neisseria meningitidis		
SAMEA4948170	PASS	Neisseria meningitidis		
SAMEA6227180	PASS	Neisseria meningitidis		
SAMEA7838490	PASS	Neisseria meningitidis		
SAMEA7838852	PASS	Neisseria meningitidis		
SAMN13450877	PASS	Neisseria meningitidis	New Zealand	2016
SAMEA104283651	PASS	Neisseria meningitidis		
SAMEA1904447	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4948838	PASS	Neisseria meningitidis		
SAMEA104105537	PASS	Neisseria meningitidis		
SAMEA1677472	PASS	Neisseria meningitidis		
SAMEA7838443	PASS	Neisseria meningitidis		
SAMN29126948	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA4948122	PASS	Neisseria meningitidis		
SAMEA6538900	PASS	Neisseria meningitidis		
SAMEA7838761	PASS	Neisseria meningitidis		
SAMEA8114292	PASS	Neisseria meningitidis		
SAMEA2673785	PASS	Neisseria meningitidis		
SAMEA3507209	PASS	Neisseria meningitidis		
